StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q2_5_TEXT,Q6,Q16,Q14,Q14_6_TEXT,Q3,Q4,Q5,Q12,Q12_5_TEXT
2020-05-19 15:02:20,2020-05-19 15:44:34,IP Address,100,2534,True,2020-05-19 15:44:34,R_2U3O5VOR1mooioh,email,EN,Yes,,,Junior,No,,,Yes,Spring,Yes,STEM,
2020-05-19 15:44:14,2020-05-19 15:44:53,IP Address,100,39,True,2020-05-19 15:44:54,R_1g1qwL4asyD4Min,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe",,No,,Yes,STEM,
2020-05-19 15:45:58,2020-05-19 15:46:27,IP Address,100,28,True,2020-05-19 15:46:27,R_Av5WE12FgDlCsSJ,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,Humanities,
2020-05-19 15:46:05,2020-05-19 15:46:31,IP Address,100,25,True,2020-05-19 15:46:31,R_3OkRhpjbQSM12ue,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,No,,Yes,Humanities,
2020-05-19 15:46:30,2020-05-19 15:46:55,IP Address,100,25,True,2020-05-19 15:46:55,R_3KPggX3X5GwfhWJ,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,Humanities,
2020-05-19 15:46:29,2020-05-19 15:46:58,IP Address,100,28,True,2020-05-19 15:46:58,R_1FUkEWFEnsyzd85,email,EN,Yes,,,Junior,Yes,"Subject related to major,Travel through Europe",,No,,Yes,STEM,
2020-05-19 15:46:36,2020-05-19 15:47:03,IP Address,100,27,True,2020-05-19 15:47:03,R_77XAIrBdN6epMHL,email,EN,Yes,,,,,,,,,,,
2020-05-19 15:44:55,2020-05-19 15:47:20,IP Address,100,145,True,2020-05-19 15:47:21,R_1o6zrPmDgamP2u0,email,EN,No,Others,"The format of college OCS wouldn’t necessarily match what I would look for in time spent in another country. I want to spend time outside the U. S., but I think doing so on my own terms after college would allow me to get the most out of it and hopefully do it in a sustainable way.",,,,,Yes,Fall,Yes,STEM,
2020-05-19 15:50:32,2020-05-19 15:51:01,IP Address,100,29,True,2020-05-19 15:51:02,R_1g1hs9wfTyBCIUl,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe",,No,,Yes,Humanities,
2020-05-19 15:50:47,2020-05-19 15:51:45,Spam,100,58,True,2020-05-19 15:51:46,R_1ND4e4e8NSn9jr7,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,Social Sciences,
2020-05-19 15:49:12,2020-05-19 15:52:22,IP Address,100,190,True,2020-05-19 15:52:22,R_3Q7XrDffZrBopgZ,email,EN,Yes,,,,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,Social Sciences,
2020-05-19 15:51:47,2020-05-19 15:52:45,IP Address,100,57,True,2020-05-19 15:52:45,R_SNO8SEDFhmRUmat,email,EN,Yes,,,"Junior,Senior",No,,,No,,Yes,STEM,
2020-05-19 15:53:33,2020-05-19 15:53:51,IP Address,100,17,True,2020-05-19 15:53:51,R_2VEoIACHzmNz9cy,email,EN,No,Financial Reasons,,,,,,No,,Yes,STEM,
2020-05-19 15:53:37,2020-05-19 15:54:04,IP Address,100,26,True,2020-05-19 15:54:04,R_2YyT1d68KKIeJ3w,email,EN,Yes,,,Junior,No,,,No,,Yes,Social Sciences,
2020-05-19 15:55:29,2020-05-19 15:55:48,IP Address,100,18,True,2020-05-19 15:55:48,R_211Ejg2pb0WyIhp,email,EN,No,Fulfilling Course Requirements,,,,,,No,,Yes,STEM,
2020-05-19 15:55:40,2020-05-19 15:56:16,IP Address,100,35,True,2020-05-19 15:56:17,R_24uznvu44AHDGlq,email,EN,Yes,,,Junior,Yes,Subject related to major,,No,,Yes,STEM,
2020-05-19 15:55:42,2020-05-19 15:56:20,IP Address,100,37,True,2020-05-19 15:56:20,R_2RaYjdpXHhS38Cc,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 15:56:05,2020-05-19 15:56:35,IP Address,100,29,True,2020-05-19 15:56:35,R_23V25jmXdgdXkIf,email,EN,Yes,,,"Sophomore,Junior",Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,No,,Yes,Humanities,
2020-05-19 15:57:56,2020-05-19 15:58:59,IP Address,100,62,True,2020-05-19 15:58:59,R_3syMRj0Hs0k0rAt,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 15:58:47,2020-05-19 15:59:48,IP Address,100,61,True,2020-05-19 15:59:48,R_3MM2GXtERDNJ9lH,email,EN,No,Others,"There was nothing interesting + I'm an international student so I'm already studying abroad. ",,,,,No,,Yes,STEM,
2020-05-19 16:00:24,2020-05-19 16:00:47,IP Address,100,23,True,2020-05-19 16:00:47,R_1GJ2YjPuDtcxqkz,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe",,Yes,Fall,Yes,STEM,
2020-05-19 16:00:33,2020-05-19 16:01:02,IP Address,100,28,True,2020-05-19 16:01:02,R_3nkl0ZeelofiO9F,email,EN,Yes,,,,,,,No,,Yes,STEM,
2020-05-19 16:03:45,2020-05-19 16:04:12,IP Address,100,27,True,2020-05-19 16:04:12,R_1poFG0TwNkqI1dp,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,Humanities,
2020-05-19 16:03:36,2020-05-19 16:04:24,IP Address,100,48,True,2020-05-19 16:04:24,R_D5KGMAaqz40qlQl,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,Yes,Winter,Yes,Social Sciences,
2020-05-19 16:04:09,2020-05-19 16:04:35,IP Address,100,26,True,2020-05-19 16:04:35,R_AyN1fM7C4l9PDXP,email,EN,No,Others,freshman,,,,,No,,Yes,STEM,
2020-05-19 16:04:19,2020-05-19 16:04:45,IP Address,100,26,True,2020-05-19 16:04:46,R_1EhX2cUyakmGfbs,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe",,Yes,Spring,Yes,STEM,
2020-05-19 16:07:53,2020-05-19 16:08:17,IP Address,100,24,True,2020-05-19 16:08:17,R_1l043k00qtefJC3,email,EN,Yes,,,Sophomore,No,,,No,,No,Social Sciences,
2020-05-19 15:18:05,2020-05-19 16:08:20,IP Address,100,3015,True,2020-05-19 16:08:21,R_sdPZYQlxUUBe5wZ,email,EN,Yes,,,,,,,Yes,Fall,Yes,STEM,
2020-05-19 16:11:04,2020-05-19 16:11:31,IP Address,100,27,True,2020-05-19 16:11:31,R_2tKhF9ATAEgWcXh,email,EN,Yes,,,Senior,No,,,No,,Yes,Humanities,
2020-05-19 16:11:45,2020-05-19 16:12:31,IP Address,100,45,True,2020-05-19 16:12:31,R_2B55vKBwA8yrGjk,email,EN,Yes,,,Sophomore,Yes,Subject related to major,,Yes,Fall,Yes,Social Sciences,
2020-05-19 16:11:28,2020-05-19 16:12:44,IP Address,100,76,True,2020-05-19 16:12:44,R_3JpUAPorvhZfkI5,email,EN,No,Others,"I would rather take courses at Carleton. During breaks, I wish to be with family.",,,,,No,,No,Other,Probably STEM but presently undetermined
2020-05-19 16:13:19,2020-05-19 16:13:50,IP Address,100,31,True,2020-05-19 16:13:50,R_sv4sOByQBwLbphn,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,Yes,Social Sciences,
2020-05-19 16:14:15,2020-05-19 16:15:02,IP Address,100,46,True,2020-05-19 16:15:02,R_3R9P08CGAuC1wxl,email,EN,Yes,,,,Yes,"Explore and study culture,Subject related to major,Interest in a language,Other",Family there,No,,Yes,STEM,
2020-05-19 16:14:26,2020-05-19 16:15:11,IP Address,100,45,True,2020-05-19 16:15:11,R_8puC37f80TJQLTj,email,EN,No,"Financial Reasons,Conflict with varsity athletics",,,,,,,Fall,No,Humanities,
2020-05-19 16:15:22,2020-05-19 16:15:56,IP Address,100,33,True,2020-05-19 16:15:56,R_2OHcjBZcoGEZXHG,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,STEM,
2020-05-19 16:17:26,2020-05-19 16:17:44,IP Address,100,18,True,2020-05-19 16:17:44,R_2b0FcXZRJtnxE6r,email,EN,Yes,,,Sophomore,No,,,No,,Yes,Social Sciences,
2020-05-19 16:17:25,2020-05-19 16:18:30,IP Address,100,65,True,2020-05-19 16:18:30,R_2CWAadkEivVWwbJ,email,EN,No,"Uncomfortable Being Alone in a Foreign Setting,Others","The default is inaction rather than action. I had no reason to do it, and therefore don't need any reason not to.",,,,,No,,No,STEM,
2020-05-19 16:19:57,2020-05-19 16:20:20,IP Address,100,22,True,2020-05-19 16:20:20,R_3nAydavFE70fWd5,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,STEM,
2020-05-19 16:21:43,2020-05-19 16:22:02,IP Address,100,19,True,2020-05-19 16:22:02,R_yKGh4dQKJTgwiAh,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 16:25:52,2020-05-19 16:26:32,IP Address,100,40,True,2020-05-19 16:26:32,R_1feXK7y8wG7ye8B,email,EN,Yes,,,Junior,No,,,No,,Yes,Social Sciences,
2020-05-19 16:26:48,2020-05-19 16:27:24,IP Address,100,36,True,2020-05-19 16:27:24,R_1Kv63nq9AKivrLX,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,No,,Yes,STEM,
2020-05-19 16:29:23,2020-05-19 16:29:55,IP Address,100,32,True,2020-05-19 16:29:56,R_2cj8o597uotrG3Y,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 16:18:40,2020-05-19 16:31:24,IP Address,100,763,True,2020-05-19 16:31:24,R_BwUeA9dEmJzbLJn,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,Social Sciences,
2020-05-19 16:30:58,2020-05-19 16:31:35,IP Address,100,37,True,2020-05-19 16:31:35,R_V3ZlRxMLxQ9bY09,email,EN,Yes,,,,No,,,No,,Yes,STEM,
2020-05-19 16:30:36,2020-05-19 16:31:36,IP Address,100,59,True,2020-05-19 16:31:36,R_D8gV5KVLxOZINA5,email,EN,Yes,,,,Yes,"Explore and study culture,Interest in a language",,No,,Yes,STEM,
2020-05-19 16:32:43,2020-05-19 16:33:15,IP Address,100,31,True,2020-05-19 16:33:15,R_pnJUGlRUveUrri1,email,EN,Yes,,,Sophomore,Yes,Explore and study culture,,No,,No,Humanities,
2020-05-19 16:32:35,2020-05-19 16:33:17,IP Address,100,41,True,2020-05-19 16:33:17,R_1q1ISAyVUHhiEZ4,email,EN,Yes,,,Sophomore,Yes,Explore and study culture,,No,,Yes,Humanities,
2020-05-19 16:33:24,2020-05-19 16:34:13,IP Address,100,49,True,2020-05-19 16:34:13,R_3R4MMWKsg4S0yS1,email,EN,Yes,,,Senior,Yes,"Explore and study culture,Interest in a language",,No,,No,Social Sciences,
2020-05-19 16:36:07,2020-05-19 16:37:02,IP Address,100,54,True,2020-05-19 16:37:03,R_1LLI3VTKHFtVM1y,email,EN,Yes,,,,,,,Yes,Winter,Yes,STEM,
2020-05-19 16:37:11,2020-05-19 16:37:43,IP Address,100,31,True,2020-05-19 16:37:43,R_1GJngh5RIhPOSnb,email,EN,Yes,,,,Yes,"Explore and study culture,Interest in a language",,No,,No,STEM,
2020-05-19 16:37:53,2020-05-19 16:38:25,IP Address,100,32,True,2020-05-19 16:38:25,R_Y9SHock5Emzbyyl,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,Humanities,
2020-05-19 16:38:03,2020-05-19 16:38:53,IP Address,100,49,True,2020-05-19 16:38:53,R_1jIGsXnI5AtYOU2,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,Yes,Other,Stem/humanities double major
2020-05-19 16:38:41,2020-05-19 16:39:05,IP Address,100,24,True,2020-05-19 16:39:06,R_4SAKYncmxHPOh6V,email,EN,Yes,,,Junior,Yes,Explore and study culture,,No,,Yes,Humanities,
2020-05-19 16:38:42,2020-05-19 16:39:10,IP Address,100,27,True,2020-05-19 16:39:10,R_2YXsrnTczi9DLiq,email,EN,Yes,,,Junior,No,,,No,,Yes,Arts,
2020-05-19 16:39:08,2020-05-19 16:39:38,IP Address,100,29,True,2020-05-19 16:39:38,R_2sXPmqLvGCwxP7X,email,EN,Yes,,,Junior,No,,,No,,Yes,Humanities,
2020-05-19 16:40:02,2020-05-19 16:40:52,IP Address,100,49,True,2020-05-19 16:40:52,R_2QWLUkdacDDZsCV,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe,Other",ease of family/friends to visit,No,,Yes,STEM,
2020-05-19 16:41:51,2020-05-19 16:42:25,IP Address,100,34,True,2020-05-19 16:42:25,R_1NfrQLg9JzA6141,email,EN,Yes,,,,No,,,No,,No,,
2020-05-19 16:42:44,2020-05-19 16:43:20,IP Address,100,35,True,2020-05-19 16:43:20,R_3oMF2w6I14I7fQn,email,EN,No,Others,So few options for political science,,,,,No,,Yes,Social Sciences,
2020-05-19 16:42:47,2020-05-19 16:44:32,IP Address,100,104,True,2020-05-19 16:44:32,R_3rGx3azR4DwY3DC,email,EN,Yes,,,,,,,,,,,
2020-05-19 16:44:42,2020-05-19 16:45:13,IP Address,100,31,True,2020-05-19 16:45:13,R_12Ee6YCYUGWYmeN,email,EN,No,"Fulfilling Course Requirements,Uncomfortable Being Alone in a Foreign Setting",,,,,,No,,Yes,STEM,
2020-05-19 16:46:07,2020-05-19 16:46:26,IP Address,100,19,True,2020-05-19 16:46:26,R_9vRJ0sYWGJGNywN,email,EN,No,Fulfilling Course Requirements,,,,,,No,,Yes,Humanities,
2020-05-19 16:46:31,2020-05-19 16:47:26,IP Address,100,54,True,2020-05-19 16:47:26,R_1pMbbx3zlrC1qqW,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Interest in a language",,Yes,Winter,Yes,Other,"undeclared, but probably arts"
2020-05-19 16:50:46,2020-05-19 16:51:25,IP Address,100,39,True,2020-05-19 16:51:26,R_3HBmGixaUFNAjam,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,Yes,Arts,
2020-05-19 16:51:55,2020-05-19 16:52:34,IP Address,100,38,True,2020-05-19 16:52:34,R_1hXeW98ICmBVo1Y,email,EN,No,"Fulfilling Course Requirements,Others",No reason to,,,,,No,,No,Other,Unsure
2020-05-19 16:52:42,2020-05-19 16:53:27,IP Address,100,44,True,2020-05-19 16:53:27,R_b2RhYeDryvcMVln,email,EN,Yes,,,,Yes,"Explore and study culture,Subject related to major",,No,,Yes,STEM,
2020-05-19 16:53:31,2020-05-19 16:54:17,IP Address,100,45,True,2020-05-19 16:54:17,R_24NVqjTv6lICLwG,email,EN,Yes,,,Junior,Yes,Interest in a language,,Yes,Spring,Yes,Social Sciences,
2020-05-19 16:56:07,2020-05-19 16:57:06,IP Address,100,59,True,2020-05-19 16:57:07,R_2X7qM7k1PbPz6M7,email,EN,Yes,,,"Sophomore,Junior",Yes,"Explore and study culture,Travel through Europe,Interest in a language,Other",subject related to minor,No,,Yes,Social Sciences,
2020-05-19 17:00:17,2020-05-19 17:00:43,IP Address,100,26,True,2020-05-19 17:00:43,R_3fNK0TldsS1TtsF,email,EN,Yes,,,Junior,No,Subject related to major,,No,,Yes,STEM,
2020-05-19 17:05:44,2020-05-19 17:06:18,IP Address,100,33,True,2020-05-19 17:06:18,R_3qZOUjakZErvZ0d,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,Yes,Social Sciences,
2020-05-19 17:06:07,2020-05-19 17:06:33,IP Address,100,25,True,2020-05-19 17:06:33,R_1NEYHxXgGANQ3Fr,email,EN,Yes,,,Junior,No,,,No,,Yes,Social Sciences,
2020-05-19 17:09:36,2020-05-19 17:10:28,IP Address,100,51,True,2020-05-19 17:10:28,R_NXWcWNTJKbfABqx,email,EN,No,Others,Covid-19,,,,,Yes,Winter,Yes,Other,Chinese
2020-05-19 17:14:43,2020-05-19 17:15:08,IP Address,100,24,True,2020-05-19 17:15:08,R_3GwwGnixr2huIuU,email,EN,Yes,,,Sophomore,No,,,No,,Yes,Humanities,
2020-05-19 17:02:16,2020-05-19 17:17:49,IP Address,100,933,True,2020-05-19 17:17:49,R_sX7vTFR4EDSjDsB,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe",,No,,Yes,STEM,
2020-05-19 17:17:43,2020-05-19 17:18:15,IP Address,100,31,True,2020-05-19 17:18:15,R_tT0wFtFsReISq1X,email,EN,No,"Fulfilling Course Requirements,Conflict with varsity athletics",,,,,,,Spring,Yes,STEM,
2020-05-19 17:23:27,2020-05-19 17:24:01,IP Address,100,33,True,2020-05-19 17:24:01,R_DPg1X6Ke2n8B79L,email,EN,Yes,,,Junior,No,,,No,,Yes,Social Sciences,
2020-05-19 17:24:43,2020-05-19 17:25:11,IP Address,100,27,True,2020-05-19 17:25:11,R_3EJZxcl97ze2eKe,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Financial reasons,Interest in a language",,No,,Yes,Social Sciences,
2020-05-19 17:28:06,2020-05-19 17:28:31,IP Address,100,25,True,2020-05-19 17:28:31,R_33l4Dr0FguQ5O5j,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,No,,Yes,Humanities,
2020-05-19 17:30:36,2020-05-19 17:30:56,IP Address,100,19,True,2020-05-19 17:30:56,R_C3RedCctHXG6OGJ,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 17:33:18,2020-05-19 17:33:54,IP Address,100,35,True,2020-05-19 17:33:54,R_Y4cqXXMq9f5xjmF,email,EN,Yes,,,,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,Humanities,
2020-05-19 17:35:58,2020-05-19 17:36:45,IP Address,100,46,True,2020-05-19 17:36:45,R_1mFBvm0AC9n5gTi,email,EN,Yes,,,,,,,Yes,Winter,Yes,Social Sciences,
2020-05-19 17:39:55,2020-05-19 17:40:24,IP Address,100,28,True,2020-05-19 17:40:24,R_28Y6UuQXpSHXs18,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,Social Sciences,
2020-05-19 17:41:56,2020-05-19 17:42:35,IP Address,100,38,True,2020-05-19 17:42:35,R_Ut1hEka3jQWDwfD,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,No,STEM,
2020-05-19 17:41:54,2020-05-19 17:42:38,IP Address,100,44,True,2020-05-19 17:42:39,R_2Tu8GsYmj2KnAcb,email,EN,No,"Financial Reasons,Conflict with varsity athletics",,,,,,,Spring,No,Other,double major in stem and humanities
2020-05-19 17:45:48,2020-05-19 17:46:13,IP Address,100,25,True,2020-05-19 17:46:13,R_3qdIoJfSsmCNKNy,email,EN,No,Fulfilling Course Requirements,,,,,,No,,Yes,STEM,
2020-05-19 17:46:54,2020-05-19 17:47:25,IP Address,100,30,True,2020-05-19 17:47:25,R_2BerFd5Qort2Qwq,email,EN,Yes,,,Sophomore,No,,,No,,Yes,Humanities,
2020-05-19 17:47:35,2020-05-19 17:47:58,IP Address,100,22,True,2020-05-19 17:47:58,R_1ePNrJ2fKK71CEG,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 17:49:32,2020-05-19 17:50:01,IP Address,100,29,True,2020-05-19 17:50:01,R_vc2DA1a5yzgNw7D,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Subject related to major,Interest in a language",,No,,Yes,Humanities,
2020-05-19 17:50:42,2020-05-19 17:51:10,IP Address,100,28,True,2020-05-19 17:51:10,R_2QrO6jQF5cHaKTK,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 17:52:01,2020-05-19 17:52:38,IP Address,100,36,True,2020-05-19 17:52:38,R_3h3cBoUMCoelVtK,email,EN,Yes,,,Sophomore,No,,,No,,Yes,STEM,
2020-05-19 17:53:58,2020-05-19 17:54:31,IP Address,100,32,True,2020-05-19 17:54:31,R_26ezyw2XFft6Z1u,email,EN,Yes,,,Senior,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,Yes,Spring,Yes,Humanities,
2020-05-19 17:16:50,2020-05-19 17:55:46,IP Address,100,2335,True,2020-05-19 17:55:46,R_8nT5YorzhUQbQch,email,EN,No,"Financial Reasons,Fulfilling Course Requirements",,,,,,No,,Yes,Other,STEM and Social Sciences (double)
2020-05-19 17:56:04,2020-05-19 17:56:36,IP Address,100,32,True,2020-05-19 17:56:36,R_qyYSpudJj1rBu5r,email,EN,No,"Uncomfortable Being Alone in a Foreign Setting,Others",Mental health concerns,,,,,No,,Yes,Social Sciences,
2020-05-19 17:58:18,2020-05-19 17:58:49,IP Address,100,30,True,2020-05-19 17:58:49,R_1LINXki5J1poHpp,email,EN,Yes,,,Junior,Yes,"Subject related to major,Travel through Europe",,No,,Yes,Social Sciences,
2020-05-19 17:39:52,2020-05-19 17:59:52,IP Address,100,1199,True,2020-05-19 17:59:52,R_27e4esdO7AduuyB,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 18:00:25,2020-05-19 18:00:54,IP Address,100,28,True,2020-05-19 18:00:54,R_Ov7wbY7T3zRKzBL,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,Yes,Social Sciences,
2020-05-19 18:02:21,2020-05-19 18:02:45,IP Address,100,23,True,2020-05-19 18:02:45,R_6g3KpKqodcP9s1r,email,EN,No,Financial Reasons,,,,,,No,,Yes,Humanities,
2020-05-19 18:02:12,2020-05-19 18:03:51,IP Address,100,99,True,2020-05-19 18:03:52,R_12RKLulYtmfdra0,email,EN,Yes,,,Sophomore,Yes,"Interest in a language,Other",I also attended a two week winter break OCS program in Senegal.,No,,Yes,Humanities,
2020-05-19 18:06:31,2020-05-19 18:07:05,IP Address,100,33,True,2020-05-19 18:07:05,R_1psZcc9MgDUbura,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,Social Sciences,
2020-05-19 18:11:35,2020-05-19 18:12:02,IP Address,100,26,True,2020-05-19 18:12:02,R_3KASHMpC8TUse0y,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,Yes,Arts,
2020-05-19 18:17:00,2020-05-19 18:17:47,IP Address,100,46,True,2020-05-19 18:17:47,R_2qdAmUlHsntHgQ9,email,EN,No,"Fulfilling Course Requirements,Others",I have DACA so I cannot leave the U.S.,,,,,No,,No,STEM,
2020-05-19 18:21:51,2020-05-19 18:25:19,IP Address,100,207,True,2020-05-19 18:25:19,R_2zcol7MoK9lpF6P,email,EN,Yes,,,First Year,No,"Explore and study culture,Subject related to major",,No,,Yes,Social Sciences,
2020-05-19 17:51:09,2020-05-19 18:42:55,IP Address,100,3106,True,2020-05-19 18:42:56,R_2fkySAMPqKVUTZC,email,EN,Yes,,,Sophomore,No,Explore and study culture,,No,,Yes,STEM,
2020-05-19 18:49:00,2020-05-19 18:49:40,IP Address,100,40,True,2020-05-19 18:49:40,R_u9XgL4UbZhTwKUp,email,EN,Yes,,,Junior,No,,,No,,Yes,Arts,
2020-05-19 18:50:12,2020-05-19 18:50:48,IP Address,100,36,True,2020-05-19 18:50:48,R_5dNIzWznHjlPmet,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,No,,Yes,STEM,
2020-05-19 18:50:52,2020-05-19 18:52:08,IP Address,100,76,True,2020-05-19 18:52:08,R_3Mbqb3K2TKbCLqD,email,EN,Yes,,,Junior,Yes,"Subject related to major,Other",Carleton-Specific OCS program,No,,Yes,Social Sciences,
2020-05-19 18:52:17,2020-05-19 18:53:24,IP Address,100,66,True,2020-05-19 18:53:25,R_31cs7fb5GQ65m0r,email,EN,No,Others,I’m planning on participating in one in the future.,,,,,No,,No,Humanities,
2020-05-19 18:55:11,2020-05-19 18:56:06,IP Address,100,55,True,2020-05-19 18:56:06,R_2uTL7c1cDHrDS9Y,email,EN,Yes,,,Sophomore,No,,,No,,No,Humanities,
2020-05-19 18:56:44,2020-05-19 18:57:35,IP Address,100,50,True,2020-05-19 18:57:35,R_25GaBNAHrrcZwVB,email,EN,Yes,,,,Yes,"Explore and study culture,Subject related to major,Financial reasons,Travel through Europe",,Yes,Spring,Yes,Social Sciences,
2020-05-19 18:56:50,2020-05-19 18:57:47,IP Address,100,56,True,2020-05-19 18:57:47,R_3mlOZecjbixySyv,email,EN,Yes,,,Sophomore,No,,,Yes,Fall,Yes,STEM,
2020-05-19 19:11:46,2020-05-19 19:13:13,IP Address,100,87,True,2020-05-19 19:13:13,R_pGhvIMVlczE2Mxz,email,EN,No,,,,,,,,,No,STEM,
2020-05-19 19:14:03,2020-05-19 19:14:38,IP Address,100,34,True,2020-05-19 19:14:38,R_xDirjBHDRk5y6Zj,email,EN,Yes,,,Sophomore,No,Other,not in Europe,No,,Yes,Humanities,
2020-05-19 19:16:26,2020-05-19 19:16:51,IP Address,100,25,True,2020-05-19 19:16:52,R_eu2QIsu9gy4RiSZ,email,EN,No,Fulfilling Course Requirements,,,,,,No,,Yes,Social Sciences,
2020-05-19 19:13:26,2020-05-19 19:17:57,IP Address,100,270,True,2020-05-19 19:17:57,R_3MxGyHIAFpgHPbe,email,EN,No,Financial Reasons,,,,,,No,,Yes,Social Sciences,
2020-05-19 19:21:03,2020-05-19 19:21:41,IP Address,100,37,True,2020-05-19 19:21:41,R_2WZLzlkjAo55UZ6,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 19:33:23,2020-05-19 19:34:18,IP Address,100,55,True,2020-05-19 19:34:18,R_2rvb9EjR3gedXE8,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Travel through Europe",,No,,Yes,Humanities,
2020-05-19 19:37:47,2020-05-19 19:38:13,IP Address,100,25,True,2020-05-19 19:38:13,R_3F8xJfvHloc36kp,email,EN,No,"Financial Reasons,Fulfilling Course Requirements",,,,,,No,,Yes,STEM,
2020-05-19 19:38:11,2020-05-19 19:38:56,IP Address,100,45,True,2020-05-19 19:38:56,R_WBA4n3yIvvkJzOh,email,EN,Yes,,,,Yes,Subject related to major,,No,,Yes,Humanities,
2020-05-19 19:38:54,2020-05-19 19:40:19,IP Address,100,84,True,2020-05-19 19:40:19,R_2cjUGdL1SGkOtqZ,email,EN,Yes,,,Junior,No,,,Yes,Spring,Yes,STEM,
2020-05-19 19:42:49,2020-05-19 19:43:34,IP Address,100,45,True,2020-05-19 19:43:34,R_20MMiKwWpRt2Qt5,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,Yes,Social Sciences,
2020-05-19 19:48:48,2020-05-19 19:49:21,IP Address,100,33,True,2020-05-19 19:49:21,R_bwGhDcCqKwrJzBD,email,EN,Yes,,,Sophomore,No,,,No,,Yes,Humanities,
2020-05-19 19:56:18,2020-05-19 19:57:35,IP Address,100,76,True,2020-05-19 19:57:35,R_12PjGQx9YEUqzma,email,EN,Yes,,,,,,,,,,,
2020-05-19 20:03:46,2020-05-19 20:04:33,IP Address,100,46,True,2020-05-19 20:04:33,R_2ZEs6ff9rVtM9uF,email,EN,No,Others,Cancelled due to COVID-19,,,,,Yes,Fall,Yes,Humanities,
